ORGANIZAÇÃO;SERVIÇO;NOME FANTASIA;CAPAC.; VALOR MENSAL 
ASSOCIAÇÃO ALIANÇA DE MISERICÓRDIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PE. PIO;120;37738
ASSOCIAÇÃO ALIANÇA DE MISERICÓRDIA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;PE. PIO;90;34528
ASSOCIAÇÃO ALIANÇA DE MISERICÓRDIA;CASA LAR;CASA LAR ALIANÇA I e II;20;67162
ASSOCIAÇÃO AMIGOS DO JARDIM REIMBERG;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JOSÉ RAMOS FILHO;90;34701
ASSOCIAÇÃO AMIGOS DO JARDIM REIMBERG;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;JARDIM REIMBERG;100;18446
"ASSOCIAÇÃO ANTONIO E MARCOS CAVANIS - CASA CLAMOR CAVANIS ""IRMÃO ALDO MENGHI""";SCFV - MODALIDADE CLUBE DA TURMA - Atend. à crianças, adolescentes e jovens de 06 a 17 anos e 11 meses;CLUBE DA TURMA CAVANIS;60;34212
ASSOCIAÇÃO AQUARELA NA ALDEIA DE MATA VIRGEM;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA AQUARELA - JD. ELISABETH;120;49562
ASSOCIAÇÃO AQUARELA NA ALDEIA DE MATA VIRGEM;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA AQUARELA JARDIM REBOUÇAS;150;53793
ASSOCIAÇÃO ARCA DE NOÉ DE APOIO SOCIAL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ARCA DO SABER;120;41208
ASSOCIAÇÃO ASSINDES SERMIG;COMPLEXO DE SERVIÇOS À POPULAÇÃO EM SITUAÇÃO DE RUA;ARSENAL DA ESPERANÇA;1400;754454
ASSOCIAÇÃO ASSISTENCIAL COMUNITÁRIA AZARIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA RECANTO DOS HUMILDES I  ;120;45232
ASSOCIAÇÃO ASSISTENCIAL COMUNITÁRIA AZARIAS;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ ANHANGUERA;60;37737
ASSOCIAÇÃO ASSISTENCIAL COMUNITÁRIA AZARIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SEMEANDO VIDA III;120;45893
ASSOCIAÇÃO ASSISTENCIAL COMUNITÁRIA AZARIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECANTO DOS HUMILDES II;120;44930
ASSOCIAÇÃO ASSISTENCIAL COMUNITÁRIA AZARIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SEMEANDO VIDAS IV;120;45110
ASSOCIAÇÃO ASSISTENCIAL COMUNITÁRIA AZARIAS;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ AZARIAS;60;35851
ASSOCIAÇÃO BARÃO DE SOUZA QUEIROZ DE PROT. INFÂNCIA E JUVENTUDE - INSTITUTO DONA ANA ROSA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;INSTITUTO DONA ANA ROSA;240;72031
ASSOCIAÇÃO BARÃO DE SOUZA QUEIROZ DE PROT. INFÂNCIA E JUVENTUDE - INSTITUTO DONA ANA ROSA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;INSTITUTO DONA ANA ROSA;360;94948
ASSOCIAÇÃO BEM AVENTURADA IMELDA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SANTA OLÍMPIA;60;25332
"ASSOCIAÇÃO BENEFICENTE À CRIANÇA DESAMPARADA ""NOSSA CASA""";SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA ABCD NOSSA CASA;20;74636
"ASSOCIAÇÃO BENEFICENTE À CRIANÇA DESAMPARADA ""NOSSA CASA""";SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ITALIANOS;240;64160
ASSOCIAÇÃO BENEFICENTE A MÃO BRANCA DE AMPARO AOS IDOSOS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI A MÃO BRANCA;100;16882
ASSOCIAÇÃO BENEFICENTE BETSAIDA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA BETSAIDA;15;76058
ASSOCIAÇÃO BENEFICENTE BETSAIDA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA BETSAIDA;120;37738
ASSOCIAÇÃO BENEFICENTE CAMINHO DE LUZ - ABECAL;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;SOLIDARIEDADE ABECAL;230;145420
ASSOCIAÇÃO BENEFICENTE CAMINHO DE LUZ - ABECAL;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA IPIRANGA ABECAL;15;79812
ASSOCIAÇÃO BENEFICENTE CAMINHO DE LUZ - ABECAL;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;ABRIGO SOLIDÁRIO II;20;86571
ASSOCIAÇÃO BENEFICENTE CAMINHO DE LUZ - ABECAL;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;C.A. ZACKI NARCHI III;250;145342
ASSOCIAÇÃO BENEFICENTE CAMINHO DE LUZ - ABECAL;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SOLIDÁRIO ABECAL I;20;85221
ASSOCIAÇÃO BENEFICENTE CAMINHO DA LUZ - ABECAL;CENTRO DIA PARA IDOSO;SOLIDARIEDADE ABECAL;30;88198
ASSOCIAÇÃO BENEFICENTE COMUNITÁRIA AURORA - ABC AURORA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA MENINOS E MENINAS DO ABC AURORA;120;41208
ASSOCIAÇÃO BENEFICENTE DA INFÂNCIA, ADOLESCÊNCIA E TERCEIRA IDADE - ABIATI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CRIANÇA FELIZ;150;49315
ASSOCIAÇÃO BENEFICENTE GRUPO DA CARIDADE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;COMUNIDADE INFANTIL AGLAEZINHA;180;55129
ASSOCIAÇÃO BENEFICENTE GRUPO DA CARIDADE;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;ESPAÇO FRATERNIDADE TIA ALZIRA;100;16882
ASSOCIAÇÃO BENEFICENTE GUAINUMBI;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência III a Partir de 15 Anos;0;60;37336
ASSOCIAÇÃO BENEFICENTE IRMÃ IDELFRANCA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI LEGIÃO UNIDA DA SABEDORIA;200;35790
ASSOCIAÇÃO BENEFICENTE IRMÃ IDELFRANCA;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;ILPI CASA DE REPOUSO IVA FELIPE;30;107971
ASSOCIAÇÃO BENEFICENTE IRMÃ IDELFRANCA;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;ILPI GEORGE VINCENT COOR;30;83417
ASSOCIAÇÃO BENEFICENTE O SEMEADOR;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;O SEMEADOR;100;18446
ASSOCIAÇÃO BENEFICENTE PROVIDÊNCIA AZUL ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO SOCIAL ESPERANÇA;120;37738
ASSOCIAÇÃO BENEFICENTE SANTA FÉ;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;MINHA CASA;20;66127
ASSOCIAÇÃO BENEFICENTE SANTA FÉ;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA VOVÓ ILZA;20;72678
ASSOCIAÇÃO BENEFICENTE VIVENDA DA CRIANÇA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF VIVENDA DA CRIANÇA;1000;56087
ASSOCIAÇÃO BENEFICENTE VIVENDA DA CRIANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CENTRO DA JUVENTUDE;180;55129
ASSOCIAÇÃO BENEFICENTE VIVENDA DA CRIANÇA;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP IRMÃ YVONE VENDITTI;160;80998
ASSOCIAÇÃO BRASILEIRA PARA O ADOLESCENTE E A CRIANÇA ESPECIAL - ABRACE;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência III a Partir de 15 Anos;NAISPD III ABRACE;40;24548
ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA - ACAAV;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA AMIGOS DA VIDA;20;85692
ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA - ACAAV;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ SAPOPEMBA;120;31868
ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA - ACAAV;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA FORTALECER;20;84179
ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA - ACAAV;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SENTINELA;20;82400
ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA - ACAAV;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ VILA PRUDENTE;120;31868
ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA – ACAAV;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;SPSCAVV PROPJETO VOZ SEM MEDO;60;40344
ASSOCIAÇÃO CASA DOS CURUMINS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA DOS CURUMINS;120;37738
ASSOCIAÇÃO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;ACDEM II;120;65693
ASSOCIAÇÃO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;NÚCLEO ACDEM;80;50507
ASSOCIAÇÃO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;ACDEM V - JARDIM HELENA;60;40836
ASSOCIAÇÃO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PALMARES;120;44238
ASSOCIAÇÃO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;ABRIGO ACDEM;15;83516
ASSOCIAÇÃO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;ACDEM UNIDADE VII;120;64942
ASSOCIAÇÃO CEDRO DO LIBANO DE PROTEÇÃO A INFANCIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEDRO DO LÍBANO;180;55129
ASSOCIAÇÃO CEDRO DO LIBANO DE PROTEÇÃO A INFANCIA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;JARDIM VERGUEIRO;60;29070
ASSOCIAÇÃO CEDRO DO LIBANO DE PROTEÇÃO A INFANCIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CEDRO DO LÍBANO I;210;61243
ASSOCIAÇÃO CENTRO SOCIAL BROOKLIN PAULISTA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ MUNDO NOVO;60;29070
ASSOCIAÇÃO CENTRO SOCIAL BROOKLIN PAULISTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA MADRE RITA AMADA DE JESUS;60;30332
ASSOCIAÇÃO CENTRO SOCIAL BROOKLIN PAULISTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JOÃO PAULO II;120;36050
ASSOCIAÇÃO CENTRO SOCIAL BROOKLIN PAULISTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;DOM BOSCO;150;45331
ASSOCIAÇÃO CÍVICA FEMININA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PIRATININGA;150;45331
ASSOCIAÇÃO CIVIL GAUDIUM ET SPES - AGES;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA DA CRIANÇA NOSSA SENHORA AUXILIADORA;20;95302
ASSOCIAÇÃO CIVIL GAUDIUM ET SPES - AGES;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA AGES PIRITUBA;90;55082
ASSOCIAÇÃO CIVIL GAUDIUM ET SPES - AGES;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA LAPA;60;40790
ASSOCIAÇÃO CIVIL GAUDIUM ET SPES - AGES;REPÚBLICA PARA JOVENS DE 18 A 21 ANOS;"REPÚBLICA MASCULINA; REPÚBLICA FEMININA";12;28798
ASSOCIAÇÃO CIVIL GAUDIUM ET SPES - AGES;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SÃO RAFAEL;20;88249
ASSOCIAÇÃO COMUNITÁRIA AURI VERDE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA AURI VERDE;180;65002
ASSOCIAÇÃO COMUNITÁRIA DAS MULHERES DO MOVIMENTO SEM TERRA DE ERMELINO MATARAZZO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;DOM ANGÉLICO SÂNDALO;300;89086
ASSOCIAÇÃO COMUNITÁRIA DAS MULHERES DO MOVIMENTO SEM TERRA DE ERMELINO MATARAZZO;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JACUI I - NEUZA AVELINO;1000;64558
ASSOCIAÇÃO COMUNITÁRIA DAS MULHERES DO MOVIMENTO SEM TERRA DE ERMELINO MATARAZZO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;VÓ NEUSA  ;100;18446
ASSOCIAÇÃO COMUNITÁRIA DAS MULHERES DO MOVIMENTO SEM TERRA DE ERMELINO MATARAZZO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;VÓ NEUSA II;100;18446
ASSOCIAÇÃO COMUNITÁRIA DAS MULHERES DO MOVIMENTO SEM TERRA DE ERMELINO MATARAZZO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PADRE TICÃO;270;77922
ASSOCIAÇÃO COMUNITÁRIA DAS MULHERES DO MOVIMENTO SEM TERRA DE ERMELINO MATARAZZO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP NEUZA AVELINO;120;64522
ASSOCIAÇÃO COMUNITÁRIA DESPERTAR;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DESPERTAR;160;78342
ASSOCIAÇÃO COMUNITÁRIA DO PARQUE MANDY;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PARQUE MANDY;120;41493
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI PRO MORAR RIO CLARO;100;16882
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI IGUATEMI;100;16882
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PADRE MOREIRA;120;37738
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CARLOS MARIGHELA;180;52598
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CONSTRUINDO UM SONHO;120;42055
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF SÃO RAFAEL;1000;56087
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA ESPAÇO JUVENTUDE E CIDADANIA - SÃO MATEUS;120;60913
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA ARTE DE VIVER - SÃO RAFAEL;120;58426
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;0;90;47950
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM DAS ROSAS;120;43324
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ SÃO FRANCISCO ;120;47523
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;ILPI SÃO MATEUS;30;110395
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA ERMELINO MATARAZO;120;60794
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE DESPERTAR DO AMANHÃ;120;59685
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;CIDINHA KOPCAK;110;32727
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA DIAS MELHORES;60;37338
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA JOVENS E ADULTOS COM DEFICIÊNCIA - MODALIDADE RESIDÊNCIA INCLUSIVA;RESIDÊNCIA INCLUSIVA SÃO MATEUS II e III;20;151327
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SÃO MATEUS IV;15;65422
ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AUGUSTO MACHADO MOREIRA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CAMINHANDO JUNTOS;15;81263
ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência III a Partir de 15 Anos;0;80;45507
ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PEINHA;150;45331
ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MONTE AZUL;210;61243
ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ TECENDO O FUTURO MONTE AZUL;90;34528
ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;HORIZONTE AZUL;210;61243
ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;0;120;63545
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA (400 ADULTOS);0;400;123114
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ GUARANI;150;53142
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA FREI PEDRO MIIDA;60;41789
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;0;120;31868
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA (600 ADULTOS);SEAS LIBERDADE / CAMBUCI;600;144573
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;C.A. FREI LEÃO;350;195847
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;C.A. ZACKI NARCHI II;400;184789
ASSOCIAÇÃO COMUNITÁRIA SÃO MATEUS - ASCOM;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;0;120;39521
